"chunk_id","doc_uid","doc_id","concept_name","mentions_source"
"004/2025/QĐ-UBND|Quyết định 004/2025/QĐ-UBND Quy định chức năng, nhiệm vụ và quyền hạn Sở Tài chính tỉnh Đắk Lắk|Điều 2#11","004/2025/QĐ-UBND|Quyết định 004/2025/QĐ-UBND Quy định chức năng, nhiệm vụ và quyền hạn Sở Tài chính tỉnh Đắk Lắk|Điều 2","180117","hộ kinh doanh","substring"
"004/2025/QĐ-UBND|Quyết định 004/2025/QĐ-UBND Quy định chức năng, nhiệm vụ và quyền hạn Sở Tài chính tỉnh Đắk Lắk|Điều 2#11","004/2025/QĐ-UBND|Quyết định 004/2025/QĐ-UBND Quy định chức năng, nhiệm vụ và quyền hạn Sở Tài chính tỉnh Đắk Lắk|Điều 2","180117","doanh nghiệp tư nhân","substring"
"920/QĐ-CT|Quyết định 920/QĐ-CT năm 2011 bổ sung bảng giá tối thiểu tính lệ phí trước bạ phương tiện vận tải trên địa bàn thành phố Hồ Chí Minh do Cục trưởng Cục thuế thành phố Hồ Chí Minh ban hành|Điều 3#5","920/QĐ-CT|Quyết định 920/QĐ-CT năm 2011 bổ sung bảng giá tối thiểu tính lệ phí trước bạ phương tiện vận tải trên địa bàn thành phố Hồ Chí Minh do Cục trưởng Cục thuế thành phố Hồ Chí Minh ban hành|Điều 3","89497","công ty tnhh","substring"
"920/QĐ-CT|Quyết định 920/QĐ-CT năm 2011 bổ sung bảng giá tối thiểu tính lệ phí trước bạ phương tiện vận tải trên địa bàn thành phố Hồ Chí Minh do Cục trưởng Cục thuế thành phố Hồ Chí Minh ban hành|Điều 3#5","920/QĐ-CT|Quyết định 920/QĐ-CT năm 2011 bổ sung bảng giá tối thiểu tính lệ phí trước bạ phương tiện vận tải trên địa bàn thành phố Hồ Chí Minh do Cục trưởng Cục thuế thành phố Hồ Chí Minh ban hành|Điều 3","89497","công ty cổ phần","substring"
"20/2026/QĐ-UBND|Quyết định 20/2026/QĐ-UBND Ban hành Quy trình kiểm tra nội dung về đăng ký kinh doanh trên địa bàn tỉnh Vĩnh Long|Điều 20#0","20/2026/QĐ-UBND|Quyết định 20/2026/QĐ-UBND Ban hành Quy trình kiểm tra nội dung về đăng ký kinh doanh trên địa bàn tỉnh Vĩnh Long|Điều 20","187431","đăng ký kinh doanh","substring"
"20/2026/QĐ-UBND|Quyết định 20/2026/QĐ-UBND Ban hành Quy trình kiểm tra nội dung về đăng ký kinh doanh trên địa bàn tỉnh Vĩnh Long|Điều 20#0","20/2026/QĐ-UBND|Quyết định 20/2026/QĐ-UBND Ban hành Quy trình kiểm tra nội dung về đăng ký kinh doanh trên địa bàn tỉnh Vĩnh Long|Điều 20","187431","hộ kinh doanh","substring"
"129/2015/TT-BTC|Thông tư 129/2015/TT-BTC Hướng dẫn trình tự, thủ tục xử lý tài chính khi thành lập mới, tổ chức lại, giải thể công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu và công ty trách nhiệm hữu hạn một thành viên là công ty con của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu|Điều 16#0","129/2015/TT-BTC|Thông tư 129/2015/TT-BTC Hướng dẫn trình tự, thủ tục xử lý tài chính khi thành lập mới, tổ chức lại, giải thể công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu và công ty trách nhiệm hữu hạn một thành viên là công ty con của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu|Điều 16","81428","công ty trách nhiệm hữu hạn","substring"
"129/2015/TT-BTC|Thông tư 129/2015/TT-BTC Hướng dẫn trình tự, thủ tục xử lý tài chính khi thành lập mới, tổ chức lại, giải thể công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu và công ty trách nhiệm hữu hạn một thành viên là công ty con của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu|Điều 16#0","129/2015/TT-BTC|Thông tư 129/2015/TT-BTC Hướng dẫn trình tự, thủ tục xử lý tài chính khi thành lập mới, tổ chức lại, giải thể công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu và công ty trách nhiệm hữu hạn một thành viên là công ty con của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu|Điều 16","81428","giải thể","substring"
"129/2015/TT-BTC|Thông tư 129/2015/TT-BTC Hướng dẫn trình tự, thủ tục xử lý tài chính khi thành lập mới, tổ chức lại, giải thể công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu và công ty trách nhiệm hữu hạn một thành viên là công ty con của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu|Điều 16#0","129/2015/TT-BTC|Thông tư 129/2015/TT-BTC Hướng dẫn trình tự, thủ tục xử lý tài chính khi thành lập mới, tổ chức lại, giải thể công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu và công ty trách nhiệm hữu hạn một thành viên là công ty con của công ty trách nhiệm hữu hạn một thành viên do nhà nước làm chủ sở hữu|Điều 16","81428","chuyển nhượng vốn","substring"
"06/2025/QĐ-UBND|Quyết định 06/2025/QĐ-UBND Về việc sửa đổi, bổ sung Điều 1 Quyết định số 10/2017/QĐ-UBND ngày 14/3/2017 của UBND tỉnh về việc quy định chế độ trợ cấp đặc thù cho công chức, viên chức, người lao động làm việc tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội tỉnh (nay là Cơ sở Cai nghiện ma túy Long An)|Điều 1#0","06/2025/QĐ-UBND|Quyết định 06/2025/QĐ-UBND Về việc sửa đổi, bổ sung Điều 1 Quyết định số 10/2017/QĐ-UBND ngày 14/3/2017 của UBND tỉnh về việc quy định chế độ trợ cấp đặc thù cho công chức, viên chức, người lao động làm việc tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội tỉnh (nay là Cơ sở Cai nghiện ma túy Long An)|Điều 1","174588","người lao động","substring"
"06/2025/QĐ-UBND|Quyết định 06/2025/QĐ-UBND Về việc sửa đổi, bổ sung Điều 1 Quyết định số 10/2017/QĐ-UBND ngày 14/3/2017 của UBND tỉnh về việc quy định chế độ trợ cấp đặc thù cho công chức, viên chức, người lao động làm việc tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội tỉnh (nay là Cơ sở Cai nghiện ma túy Long An)|Điều 1#0","06/2025/QĐ-UBND|Quyết định 06/2025/QĐ-UBND Về việc sửa đổi, bổ sung Điều 1 Quyết định số 10/2017/QĐ-UBND ngày 14/3/2017 của UBND tỉnh về việc quy định chế độ trợ cấp đặc thù cho công chức, viên chức, người lao động làm việc tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội tỉnh (nay là Cơ sở Cai nghiện ma túy Long An)|Điều 1","174588","tiền lương","substring"
"06/2025/QĐ-UBND|Quyết định 06/2025/QĐ-UBND Về việc sửa đổi, bổ sung Điều 1 Quyết định số 10/2017/QĐ-UBND ngày 14/3/2017 của UBND tỉnh về việc quy định chế độ trợ cấp đặc thù cho công chức, viên chức, người lao động làm việc tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội tỉnh (nay là Cơ sở Cai nghiện ma túy Long An)|Điều 1#0","06/2025/QĐ-UBND|Quyết định 06/2025/QĐ-UBND Về việc sửa đổi, bổ sung Điều 1 Quyết định số 10/2017/QĐ-UBND ngày 14/3/2017 của UBND tỉnh về việc quy định chế độ trợ cấp đặc thù cho công chức, viên chức, người lao động làm việc tại Trung tâm Chữa bệnh - Giáo dục - Lao động xã hội tỉnh (nay là Cơ sở Cai nghiện ma túy Long An)|Điều 1","174588","bảo hiểm xã hội","substring"
"06/2024/TT-BQP|Thông tư 06/2024/TT-BQP Thông tư hướng dẫn thực hiện chế độ báo cáo, công bố thông tin, kiểm tra, giám sát đối với doanh nghiệp trực tiếp phục vụ quốc phòng, an ninh và doanh nghiệp kết hợp kinh tế với quốc phòng, an ninh thuộc Bộ Quốc phòng|Điều 16#0","06/2024/TT-BQP|Thông tư 06/2024/TT-BQP Thông tư hướng dẫn thực hiện chế độ báo cáo, công bố thông tin, kiểm tra, giám sát đối với doanh nghiệp trực tiếp phục vụ quốc phòng, an ninh và doanh nghiệp kết hợp kinh tế với quốc phòng, an ninh thuộc Bộ Quốc phòng|Điều 16","165372","kiểm soát viên","substring"
"06/2024/TT-BQP|Thông tư 06/2024/TT-BQP Thông tư hướng dẫn thực hiện chế độ báo cáo, công bố thông tin, kiểm tra, giám sát đối với doanh nghiệp trực tiếp phục vụ quốc phòng, an ninh và doanh nghiệp kết hợp kinh tế với quốc phòng, an ninh thuộc Bộ Quốc phòng|Điều 16#0","06/2024/TT-BQP|Thông tư 06/2024/TT-BQP Thông tư hướng dẫn thực hiện chế độ báo cáo, công bố thông tin, kiểm tra, giám sát đối với doanh nghiệp trực tiếp phục vụ quốc phòng, an ninh và doanh nghiệp kết hợp kinh tế với quốc phòng, an ninh thuộc Bộ Quốc phòng|Điều 16","165372","kiểm toán","substring"
"06/2022/QĐ-UBND|Quyết định 06/2022/QĐ-UBND Ban hành Quy chế phối hợp quản lý Nhà nước về người lao động nước ngoài làm việc trên địa bàn Thành phố Hồ Chí Minh|Điều 3#0","06/2022/QĐ-UBND|Quyết định 06/2022/QĐ-UBND Ban hành Quy chế phối hợp quản lý Nhà nước về người lao động nước ngoài làm việc trên địa bàn Thành phố Hồ Chí Minh|Điều 3","156172","người lao động","substring"
"135-TC/TQD|Thông tư 135-TC/TQD Hướng dẫn việc thi hành Quyết định số 258-CP ngày 29-12-1969 của Hội đồng Chính phủ về khoản thu của ngân sách địa phương về giao nộp nông sản, thực phẩm|Điều VB#3","135-TC/TQD|Thông tư 135-TC/TQD Hướng dẫn việc thi hành Quyết định số 258-CP ngày 29-12-1969 của Hội đồng Chính phủ về khoản thu của ngân sách địa phương về giao nộp nông sản, thực phẩm|Điều VB","77513","thuế thu nhập doanh nghiệp","substring"
"13/2012/TT-BTC|Thông tư 13/2012/TT-BTC Quy định về bảo hiểm bắt buộc bảo hiểm nghề nghiệp, bảo hiểm trách nhiệm dân sự và bảo hiểm trách nhiệm bồi thường thiệt hại về môi trường đối với tổ chức, cá nhân tiến hành công việc bức xạ|Điều 3#0","13/2012/TT-BTC|Thông tư 13/2012/TT-BTC Quy định về bảo hiểm bắt buộc bảo hiểm nghề nghiệp, bảo hiểm trách nhiệm dân sự và bảo hiểm trách nhiệm bồi thường thiệt hại về môi trường đối với tổ chức, cá nhân tiến hành công việc bức xạ|Điều 3","27534","người lao động","substring"
"13/2012/TT-BTC|Thông tư 13/2012/TT-BTC Quy định về bảo hiểm bắt buộc bảo hiểm nghề nghiệp, bảo hiểm trách nhiệm dân sự và bảo hiểm trách nhiệm bồi thường thiệt hại về môi trường đối với tổ chức, cá nhân tiến hành công việc bức xạ|Điều 3#0","13/2012/TT-BTC|Thông tư 13/2012/TT-BTC Quy định về bảo hiểm bắt buộc bảo hiểm nghề nghiệp, bảo hiểm trách nhiệm dân sự và bảo hiểm trách nhiệm bồi thường thiệt hại về môi trường đối với tổ chức, cá nhân tiến hành công việc bức xạ|Điều 3","27534","hợp đồng lao động","substring"
"87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 6#0","87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 6","184505","vốn điều lệ","substring"
"87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 6#0","87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 6","184505","kiểm soát viên","substring"
"13/2010/QĐ-UBND|Quyết định 13/2010/QĐ-UBND ban hành Quy chế tổ chức và hoạt động của Ban Quản lý đầu tư xây dựng công trình quận 12 do Ủy ban nhân dân quận 12 ban hành|Điều 12#0","13/2010/QĐ-UBND|Quyết định 13/2010/QĐ-UBND ban hành Quy chế tổ chức và hoạt động của Ban Quản lý đầu tư xây dựng công trình quận 12 do Ủy ban nhân dân quận 12 ban hành|Điều 12","90935","giám đốc","substring"
"13/2010/QĐ-UBND|Quyết định 13/2010/QĐ-UBND ban hành Quy chế tổ chức và hoạt động của Ban Quản lý đầu tư xây dựng công trình quận 12 do Ủy ban nhân dân quận 12 ban hành|Điều 12#0","13/2010/QĐ-UBND|Quyết định 13/2010/QĐ-UBND ban hành Quy chế tổ chức và hoạt động của Ban Quản lý đầu tư xây dựng công trình quận 12 do Ủy ban nhân dân quận 12 ban hành|Điều 12","90935","dự án đầu tư","substring"
"87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 4#0","87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 4","184505","kiểm soát viên","substring"
"87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 4#0","87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 4","184505","ban kiểm soát","substring"
"87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 4#0","87/2025/QĐ-UBND|Quyết định 87/2025/QĐ-UBND Quy định về quản lý người giữ chức danh, chức vụ, Kiểm soát viên và người đại diện phần vốn nhà nước tại doanh nghiệp thuộc Ủy ban nhân dân tỉnh Bắc Ninh|Điều 4","184505","ngành nghề kinh doanh","substring"
"75-NH/TT|Thông tư 75-NH/TT Hướng dẫn thi hành QĐ số 139-CT ngày 24/5/1989 của Chủ tịch HĐBT về cho phép các đơn vị kinh tế quốc doanh, tập thể, hộ kinh tế, cá thể kinh doanh vàng bạc, đá quý|Điều VB#0","75-NH/TT|Thông tư 75-NH/TT Hướng dẫn thi hành QĐ số 139-CT ngày 24/5/1989 của Chủ tịch HĐBT về cho phép các đơn vị kinh tế quốc doanh, tập thể, hộ kinh tế, cá thể kinh doanh vàng bạc, đá quý|Điều VB","2085","vốn pháp định","substring"
"75-NH/TT|Thông tư 75-NH/TT Hướng dẫn thi hành QĐ số 139-CT ngày 24/5/1989 của Chủ tịch HĐBT về cho phép các đơn vị kinh tế quốc doanh, tập thể, hộ kinh tế, cá thể kinh doanh vàng bạc, đá quý|Điều VB#0","75-NH/TT|Thông tư 75-NH/TT Hướng dẫn thi hành QĐ số 139-CT ngày 24/5/1989 của Chủ tịch HĐBT về cho phép các đơn vị kinh tế quốc doanh, tập thể, hộ kinh tế, cá thể kinh doanh vàng bạc, đá quý|Điều VB","2085","hộ kinh doanh","substring"
"33/2007/QĐ-UBND|Quyết định 33/2007/QĐ-UBND Về việc ban hành bản Quy định quản lý đầu tư xây dựng
khu dân cư và nhà ở trên địa bàn tỉnh An Giang|Điều 20#0","33/2007/QĐ-UBND|Quyết định 33/2007/QĐ-UBND Về việc ban hành bản Quy định quản lý đầu tư xây dựng
khu dân cư và nhà ở trên địa bàn tỉnh An Giang|Điều 20","39270","dự án đầu tư","substring"
"33/2007/QĐ-UBND|Quyết định 33/2007/QĐ-UBND Về việc ban hành bản Quy định quản lý đầu tư xây dựng
khu dân cư và nhà ở trên địa bàn tỉnh An Giang|Điều 20#0","33/2007/QĐ-UBND|Quyết định 33/2007/QĐ-UBND Về việc ban hành bản Quy định quản lý đầu tư xây dựng
khu dân cư và nhà ở trên địa bàn tỉnh An Giang|Điều 20","39270","quyền sử dụng đất","substring"
"18/2023/NQ-HĐND|Nghị quyết 18/2023/NQ-HĐND Quy định mức trợ cấp đặc thù đối với viên chức, người lao động và nhân sự do cơ quan công an, y tế được điều động, cử đến làm việc, hỗ trợ tại Cơ sở Cai nghiện ma túy tỉnh Bến Tre|Điều 2#0","18/2023/NQ-HĐND|Nghị quyết 18/2023/NQ-HĐND Quy định mức trợ cấp đặc thù đối với viên chức, người lao động và nhân sự do cơ quan công an, y tế được điều động, cử đến làm việc, hỗ trợ tại Cơ sở Cai nghiện ma túy tỉnh Bến Tre|Điều 2","161297","người lao động","substring"
"12/2022/NĐ-CP|Nghị định 12/2022/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng|Điều 13#0","12/2022/NĐ-CP|Nghị định 12/2022/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng|Điều 13","153913","bảo hiểm xã hội","substring"
"12/2022/NĐ-CP|Nghị định 12/2022/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng|Điều 13#0","12/2022/NĐ-CP|Nghị định 12/2022/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng|Điều 13","153913","người lao động","substring"
"12/2022/NĐ-CP|Nghị định 12/2022/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng|Điều 13#0","12/2022/NĐ-CP|Nghị định 12/2022/NĐ-CP Quy định xử phạt vi phạm hành chính trong lĩnh vực lao động, bảo hiểm xã hội, người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng|Điều 13","153913","an toàn lao động","substring"
"98/TC-TCT|Thông tư 98/TC-TCT Hướng dẫn thi hành Nghị định số 97/CP ngày 27-12-1995 của Chính phủ quy định chi tiết thi hành Luật Thuế Tiêu thụ đặc biệt và các Luật sửa đổi, bổ sung một số điều của Luật Thuế Tiêu thụ đặc biệt|Điều VB#13","98/TC-TCT|Thông tư 98/TC-TCT Hướng dẫn thi hành Nghị định số 97/CP ngày 27-12-1995 của Chính phủ quy định chi tiết thi hành Luật Thuế Tiêu thụ đặc biệt và các Luật sửa đổi, bổ sung một số điều của Luật Thuế Tiêu thụ đặc biệt|Điều VB","9617","thuế tiêu thụ đặc biệt","substring"
"13/2009/TT-BTC|Thông tư 13/2009/TT-BTC Thông tư hướng dẫn thực hiện giảm thuế giá trị gia tăng đối với một số hàng hóa, dịch vụ doanh nghiệp kinh doanh gặp khó khăn|Điều 3#0","13/2009/TT-BTC|Thông tư 13/2009/TT-BTC Thông tư hướng dẫn thực hiện giảm thuế giá trị gia tăng đối với một số hàng hóa, dịch vụ doanh nghiệp kinh doanh gặp khó khăn|Điều 3","12530","thuế giá trị gia tăng","substring"
"106/2004/QĐ-BCN|Quyết định 106/2004/QĐ-BCN Về việc chuyển Nhà máy Da Giầy Huế thuộc Công ty Xuất nhập khẩu Da Giầy Sài Gòn thành Công ty cổ phần Da Giầy Huế|Điều 6#0","106/2004/QĐ-BCN|Quyết định 106/2004/QĐ-BCN Về việc chuyển Nhà máy Da Giầy Huế thuộc Công ty Xuất nhập khẩu Da Giầy Sài Gòn thành Công ty cổ phần Da Giầy Huế|Điều 6","19084","công ty cổ phần","substring"
"106/2004/QĐ-BCN|Quyết định 106/2004/QĐ-BCN Về việc chuyển Nhà máy Da Giầy Huế thuộc Công ty Xuất nhập khẩu Da Giầy Sài Gòn thành Công ty cổ phần Da Giầy Huế|Điều 6#0","106/2004/QĐ-BCN|Quyết định 106/2004/QĐ-BCN Về việc chuyển Nhà máy Da Giầy Huế thuộc Công ty Xuất nhập khẩu Da Giầy Sài Gòn thành Công ty cổ phần Da Giầy Huế|Điều 6","19084","hội đồng quản trị","substring"
"106/2004/QĐ-BCN|Quyết định 106/2004/QĐ-BCN Về việc chuyển Nhà máy Da Giầy Huế thuộc Công ty Xuất nhập khẩu Da Giầy Sài Gòn thành Công ty cổ phần Da Giầy Huế|Điều 6#0","106/2004/QĐ-BCN|Quyết định 106/2004/QĐ-BCN Về việc chuyển Nhà máy Da Giầy Huế thuộc Công ty Xuất nhập khẩu Da Giầy Sài Gòn thành Công ty cổ phần Da Giầy Huế|Điều 6","19084","giám đốc","substring"
"15/2021/QĐ-UBND|Quyết định 15/2021/QĐ-UBND Ban hành Quy định về cơ chế thu hút doanh nghiệp hỗ trợ kinh phí cho người lao động vay vốn đi làm việc ở nước ngoài theo hợp đồng trên địa bàn tỉnh Vĩnh Long giai đoạn 2021-2025|Điều 7#0","15/2021/QĐ-UBND|Quyết định 15/2021/QĐ-UBND Ban hành Quy định về cơ chế thu hút doanh nghiệp hỗ trợ kinh phí cho người lao động vay vốn đi làm việc ở nước ngoài theo hợp đồng trên địa bàn tỉnh Vĩnh Long giai đoạn 2021-2025|Điều 7","148279","người lao động","substring"
"15/2021/QĐ-UBND|Quyết định 15/2021/QĐ-UBND Ban hành Quy định về cơ chế thu hút doanh nghiệp hỗ trợ kinh phí cho người lao động vay vốn đi làm việc ở nước ngoài theo hợp đồng trên địa bàn tỉnh Vĩnh Long giai đoạn 2021-2025|Điều 7#0","15/2021/QĐ-UBND|Quyết định 15/2021/QĐ-UBND Ban hành Quy định về cơ chế thu hút doanh nghiệp hỗ trợ kinh phí cho người lao động vay vốn đi làm việc ở nước ngoài theo hợp đồng trên địa bàn tỉnh Vĩnh Long giai đoạn 2021-2025|Điều 7","148279","hợp đồng lao động","substring"
"52/2019/NQ-HĐND|Nghị quyết 52/2019/NQ-HĐND Quy định mức trợ cấp đặc thù cho công chức, viên chức và người lao động làm việc tại Cơ sở Cai nghiện ma túy trên địa bàn tỉnh Quảng Bình|Điều 4#0","52/2019/NQ-HĐND|Nghị quyết 52/2019/NQ-HĐND Quy định mức trợ cấp đặc thù cho công chức, viên chức và người lao động làm việc tại Cơ sở Cai nghiện ma túy trên địa bàn tỉnh Quảng Bình|Điều 4","162611","người lao động","substring"
"20/2006/TT-BTC|Thông tư 20/2006/TT-BTC Hướng dẫn kế toán thực hiện sáu (06) chuẩn mực kế toán ban hành theo Quyết định số 12/2005/QĐ-BTC ngày 15/02/2005 của Bộ trưởng Bộ Tài chính|Điều VB#10","20/2006/TT-BTC|Thông tư 20/2006/TT-BTC Hướng dẫn kế toán thực hiện sáu (06) chuẩn mực kế toán ban hành theo Quyết định số 12/2005/QĐ-BTC ngày 15/02/2005 của Bộ trưởng Bộ Tài chính|Điều VB","16244","thuế thu nhập doanh nghiệp","substring"
"20/2006/TT-BTC|Thông tư 20/2006/TT-BTC Hướng dẫn kế toán thực hiện sáu (06) chuẩn mực kế toán ban hành theo Quyết định số 12/2005/QĐ-BTC ngày 15/02/2005 của Bộ trưởng Bộ Tài chính|Điều VB#10","20/2006/TT-BTC|Thông tư 20/2006/TT-BTC Hướng dẫn kế toán thực hiện sáu (06) chuẩn mực kế toán ban hành theo Quyết định số 12/2005/QĐ-BTC ngày 15/02/2005 của Bộ trưởng Bộ Tài chính|Điều VB","16244","báo cáo tài chính","substring"
"040/2025/QĐ-UBND|Quyết định 040/2025/QĐ-UBND Ban hành Quy chế phối hợp giữa các cơ quan chức năng trong quản lý nhà nước đối với doanh nghiệp, hộ kinh doanh sau đăng ký thành lập trên địa bàn tỉnh Cà Mau|Điều 9#1","040/2025/QĐ-UBND|Quyết định 040/2025/QĐ-UBND Ban hành Quy chế phối hợp giữa các cơ quan chức năng trong quản lý nhà nước đối với doanh nghiệp, hộ kinh doanh sau đăng ký thành lập trên địa bàn tỉnh Cà Mau|Điều 9","184011","hộ kinh doanh","substring"
"040/2025/QĐ-UBND|Quyết định 040/2025/QĐ-UBND Ban hành Quy chế phối hợp giữa các cơ quan chức năng trong quản lý nhà nước đối với doanh nghiệp, hộ kinh doanh sau đăng ký thành lập trên địa bàn tỉnh Cà Mau|Điều 9#1","040/2025/QĐ-UBND|Quyết định 040/2025/QĐ-UBND Ban hành Quy chế phối hợp giữa các cơ quan chức năng trong quản lý nhà nước đối với doanh nghiệp, hộ kinh doanh sau đăng ký thành lập trên địa bàn tỉnh Cà Mau|Điều 9","184011","ngành nghề kinh doanh","substring"
"040/2025/QĐ-UBND|Quyết định 040/2025/QĐ-UBND Ban hành Quy chế phối hợp giữa các cơ quan chức năng trong quản lý nhà nước đối với doanh nghiệp, hộ kinh doanh sau đăng ký thành lập trên địa bàn tỉnh Cà Mau|Điều 9#1","040/2025/QĐ-UBND|Quyết định 040/2025/QĐ-UBND Ban hành Quy chế phối hợp giữa các cơ quan chức năng trong quản lý nhà nước đối với doanh nghiệp, hộ kinh doanh sau đăng ký thành lập trên địa bàn tỉnh Cà Mau|Điều 9","184011","đăng ký kinh doanh","substring"
"07/2019/NQ-HĐND|Nghị quyết 07/2019/NQ-HĐND Sửa đổi, bổ sung Nghị quyết số 07/2016/NQ-HĐND ngày 03 tháng 8 năm 2016
của Hội đồng nhân dân tỉnh về chính sách khuyến khích doanh nghiệp
đầu tư vào nông nghiệp, nông thôn trên địa bàn tỉnh Bến Tre|Điều 1#0","07/2019/NQ-HĐND|Nghị quyết 07/2019/NQ-HĐND Sửa đổi, bổ sung Nghị quyết số 07/2016/NQ-HĐND ngày 03 tháng 8 năm 2016
của Hội đồng nhân dân tỉnh về chính sách khuyến khích doanh nghiệp
đầu tư vào nông nghiệp, nông thôn trên địa bàn tỉnh Bến Tre|Điều 1","138603","dự án đầu tư","substring"
"11/2025/NQ-HĐND|Nghị quyết 11/2025/NQ-HĐND Quy định nguyên tắc, tiêu chí và định mức phân bổ dự toán chi thường xuyên ngân sách tỉnh Cà Mau năm 2026|Điều 8#0","11/2025/NQ-HĐND|Nghị quyết 11/2025/NQ-HĐND Quy định nguyên tắc, tiêu chí và định mức phân bổ dự toán chi thường xuyên ngân sách tỉnh Cà Mau năm 2026|Điều 8","184994","tiền lương","substring"
"11/2025/NQ-HĐND|Nghị quyết 11/2025/NQ-HĐND Quy định nguyên tắc, tiêu chí và định mức phân bổ dự toán chi thường xuyên ngân sách tỉnh Cà Mau năm 2026|Điều 8#0","11/2025/NQ-HĐND|Nghị quyết 11/2025/NQ-HĐND Quy định nguyên tắc, tiêu chí và định mức phân bổ dự toán chi thường xuyên ngân sách tỉnh Cà Mau năm 2026|Điều 8","184994","phụ cấp","substring"
"07/2014/TT-BYT|Thông tư 07/2014/TT-BYT Quy định về quy tắc ứng xử của công chức, viên chức, người lao động làm việc tại các cơ sở y tế|Điều 16#0","07/2014/TT-BYT|Thông tư 07/2014/TT-BYT Quy định về quy tắc ứng xử của công chức, viên chức, người lao động làm việc tại các cơ sở y tế|Điều 16","43849","người lao động","substring"
